#time[s]	radius[m]	rdot[m/s]
1874.81000004539	0.0348862622843533	-1.5408438879259557e-06
2874.81000004539	0.0331051838243954	-1.6369753219949426e-06
3874.81000004539	0.031430697120337	-1.6211908261086654e-06
4874.810000045391	0.0298114737837399	-1.5915916528663268e-06
5874.810000045391	0.0282227218709368	-1.5735162009061609e-06
6874.810000045391	0.0266465631495363	-1.569862125699275e-06
7874.810000045391	0.0250680891780493	-1.579631596530224e-06
8874.81000004539	0.0234738163637183	-1.602172235752979e-06
9874.81000004539	0.021850459825916	-1.637898399537894e-06
10874.81000004539	0.0201836746654287	-1.6884994718298038e-06
11874.81000004539	0.018456506379981	-1.7573598479280049e-06
12874.81000004539	0.0166470764481552	-1.850560755014828e-06
13874.81000004539	0.0147244566909066	-1.9792146699599727e-06
14874.81000004539	0.0126399393283478	-2.165466165213793e-06
15874.81000004539	0.0103041092810655	-2.4614863896441738e-06
16874.810000045392	0.0074990536885902	-3.0396683650717016e-06
17374.810000045392	0.0057862657803593	-3.632415891124125e-06
17874.810000045392	0.003475856030595	-5.218441341062004e-06
17999.810000045392	0.0027342683123995	-6.195078194770445e-06
