#time[s]	radius[m]	rdot[m/s]
1874.81000004539	0.0359708042706731	-1.7717997537998634e-06
2874.81000004539	0.0342163945937097	-1.5660874595115518e-06
3874.81000004539	0.0325969103803179	-1.5520214816060246e-06
4874.810000045391	0.0310293735293177	-1.5415631698043504e-06
5874.810000045391	0.0294889916522306	-1.526804390130713e-06
6874.810000045391	0.0279618052429423	-1.520588675388701e-06
7874.810000045391	0.0264355468274986	-1.5257944185215285e-06
8874.81000004539	0.0248987965402214	-1.541996223193925e-06
9874.81000004539	0.0233404459883235	-1.569150684208299e-06
10874.81000004539	0.021748900869404	-1.6081424024302669e-06
11874.81000004539	0.0201110910045643	-1.6609422377997423e-06
12874.81000004539	0.0184111190684638	-1.7310529717309924e-06
13874.81000004539	0.0166281219121689	-1.8245097663920684e-06
14874.81000004539	0.0147323708584752	-1.9521280023930555e-06
15874.81000004539	0.0126769995849443	-2.1351813834495774e-06
16874.810000045392	0.0103764919355612	-2.4230758373090964e-06
17874.810000045392	0.0076265335759473	-2.974683714729336e-06
18374.810000045392	0.005961357388608	-3.5238170463669337e-06
18874.810000045392	0.0037846439473997	-4.864964136285484e-06
